region,review_text,
Kebayoran Baru,"I love the location of this hotel... Near to Kebayoran Baru, Kemang, Blok M etc.And Darmawangsa Square is just next door. If you're looking for a hotel near the The Tribrata- the wedding venue, 101 is the closest one.  The room I stayed was clean & comfy, hotel staffs are also friendly.",
Kebayoran Baru,"Hi all, First of all I appreciate all your kindness and sincere service for us while I staying Hotel 101. Toyota ca breakfast service was excellent and the room service was good too. Especially, the lobby service desk Ms. ELIZABETH provide us a great service and very knowledgable about the neighborhood. She gave us good information to stay comfortably and safely during this pandemic situation. On behalf of my business partner and myself want to Express our thanks to ELIZABETH. I hope to see you again  Sincerely,  Isaac Yang (and CM Lee)",
Kebayoran Baru,Eliizabeth is kind and can speak korean. So it is easy to extend stay and easy to ask something that wondered. The room is clear and the view is very good. I recommend this hotel to people that come indonesia.,
Kebayoran Baru,Best location for staycation near from supermarket. the service was really great. the rooms are clean and the menu for breakfast is good. special thanks to mba Della for their exceptional helpful and very friendly,
Kebayoran Baru,"Sangat menyenangkan stay di Kyriad hotel fatmawati kamar bersih,luas,korridor eye catching dan fantastic dgn fasilitas coffee & tea, perlengkapan di bathroom juga bagus dan satiesfied . Keep doing the best !!!!  Regards, Irdamsyah Yunif T2 Hospitality",
Kebayoran Baru,"First I didn’t notice that Kyriad Fatmawati has nice room and so comfortable , bed sheet is clean and tidy , when cleanliness is a matter .. I feel home ..💕 Thank you for your hospitality pak Arie Irwanto , you have an excelent Team ..👍",
Kebayoran Baru,"What I'd really like about this hotel is late check-out at 3pm.  The room quite spacious and there is comfy sofas on deluxe room.  The staffs also very helpful and nice.  The breakfast is simple, but tastes good.  The minus is this premises located near traditional market, sometimes the bad smells came into lobby.",
Kebayoran Baru,Thank you kyriad for the hospitality shown during our visit. We surprise the hotel improved a lot since our last stay. Now during covid 19. I never seen such hygiene and clean hotel like this. This hotel standard comparable to 5 star hotel in japan for cleanliness. Awesome experience.,
Kebayoran Baru,"Compact hotel, located in the business area with easy access to some famous trading areas. Room was comfort and clean. Very convenient. Breakfast was delicious. Staff are friendly. 2 thumbs up for the services.",
Kebayoran Baru,"Glad to be able to stay in this hotel because the service is very good! especially for Miss Dica who helped me even though the lobby was very crowded but she was very professional and super friendly. Also the hotel has good atmosphere, it's good for meeting because very comfortable with the snacks are delicious. I came here for meeting from my company. Thanks Grandhika and all the staff..",
Kebayoran Baru,"The rooms are very comfortable, and clean. While working I invite my husband and son to accompany me stay in here. And my son also likes the sweet breads when we had breakfast and felt so happy he can use the swimming pool before we checked out. good job!",
Kebayoran Baru,"Love the staff hospitality, the cleanliness around the premises especially the room. Nice breakfast taste, too bad ac in my room not fully working (too hot) but overall its a great stay. And would love to stay at grandhika again anytime soon",
Kebayoran Baru,"Located in strategic place, good venue meeting, the lunch was great and excellent services. Especially kak Dina, she has a good attitude and friendly. Recommended for business trip and I looking forward to come back very soon!",
Kebayoran Baru,"I have a pleasant stay in here. The room was perfectly clean. All staff's are very friendly and helpful. Especially Mr. Fahmi who incharge in F&B Service. He knows how to treat a guest with excellent service. He also helpful, friendly, and he always give his best service to me. To all guest also i guess. Sending my best regards to Mr. Fahmi in F&B Service. Thank you for your service! You're the best!",
Kebayoran Baru,"Cozy place, floor plan of room is really great, master room and balcony have a excellent view, the kitchen and kitchen appliances is great, laundry machine is very best, swimming pool is so cool view, this place are very recommended. Love this place, wish can stay at this place again",
Kebayoran Baru,This is mt 1st time try to spend my weekend on this property. The hotels was so clean and nice. T have been staycation in some apartment or 5 stard hotels. But this hotel was suoer nice. I will take my next syatcRiin when I hace time ⭐⭐⭐⭐⭐,
Kebayoran Baru,"Its such a pleasant experience stay in this place, Comfy room, excellent service, and quite surrounding environment. We experiencing some fun and happy short escape from our daily here See you at our next staycation..",
Kebayoran Baru,"This is a great choice if you travel with family or in group as this is an apartment hotel. The location is perfect - close to CBD, Senopati, Pondok Indah Mall & Gandaria City. I like the matress as it's pretty firm/good quality mattress.",
Kebayoran Baru,"Excellent Service, Property, Amenities, and many other ... Thank you for having me and my sisters  Can't hardly wait for another staycation with our parents and families.. Especially our parents. after seeing our pics and video. They are requesting to stay here at Oakwood La Maison with the grandkids.",
Kebayoran Baru,"Just visited Ambhara hotel for short getaway last night. Arrive at 08:00 p.m. my plan was to grab a quick dinner and then go to sleep, but the interior design of the hotel made me wandering around. And about the room, I don't know what fragrance they use but it's sooo relaxing and I really really love it!. 😇  I told you about the design right? Check out the wardrobe pic I took, it's so majestic! Made me think of it as one of that Narnian door. 😆  At 07:30 a.m. I'm about to leave the hotel and I received a heartwarming check out service by Miss Widya. I mean all the staffs are super friendly, they'll greet you in a nice gesture and all. But Miss Widya is different, you can see her smile and sincerity even though she's wearing a face mask! Someone's eyes really can tell a lot I",
Kebayoran Baru,"Halo my name is irvan abians, Me and my friends so happy stay at Ambhara Hotel, Because hotel location very strategic, and near from Mall. Dear as Receptionists very kind and humble is helpful. Will stay again in this hotel for the next visit, very recommended.",
Kebayoran Baru,"Ambhara Hotel Jakarta is on top of my mind when it comes to an event. On this special occasion of my past birthday, I want to rejoice with my friends in a cozy place along with the broad menu they offer that we're craving for.   I also want to acknowledge the following people who've helped us out to have this experience, Bu Dina (Director of Sales & Marketing) and the staffs, Lovy, Dian and 2 kitchen trainees for their attentive services.  If you guys read this, please go make your reservation and enjoy this money-worthy yummy 😋.",
Kebayoran Baru,"One of the best hotels in Jakarta Start at arrival and check in .. the best service and the most friendly and professional staff.. thankyou for the good service and hospitality of the great staff Ms. Cyntia as well as receptions staffs.I really enjoy my short stay at room 5542, and love the breakfast..The Indonesian Food and Fried Rice i like it.Yummyyyy... very recomended for your stay in jakarta. 👍👍👍👍👍👍👍",
Kebayoran Baru,"I stayed there for 1 nights in 21st Oct 2020. This hotel is strategic, near from everywhere, especially when you have meeting in South area of Jakarta. Lobby looks fine and clean. The staff are also friendly. I haven't seen even a single seat table chair at the lobby, so you really don’t want to wait for anyone here upon check in or check out. I was given a room #3344. The room are quite large and clean. Even though I had a problem with the room at the first time, luckily Rina the receptionist and the engineering staff that I forgot the name was very helpful and indulgent, she was fast and sincere, when I needed so many things.",
Kebayoran Baru,"So far good, if your trip is to enjoy the hotel and can have access to malls, cafes and good. restaurants nearby, a perfect choice to stay.  However, in terms of service could do better. The guest service supposed to be an excellent service, however need to improve in their human resource. - how to treat customers better.",
Kebayoran Baru,"We love the pillow and the bed, bathrobe. Very comfy. I wonder where to buy it. I really want to have one :). The staff and the service was excellent. I love my short anniversary staycation. I will come back for sure!!!!",
Kebayoran Baru,"Amazing location and city view. Located at Sudirman Central business fistrict, prime location in Jakarta. Simple, Modern, & minimalist design with contemporer art instalation. The service was great. There are 3 restaurant (vong kitchen, le burger and hakkasan at the rooftop). Near pacific place shopping mall and idx tower. They have amazing pool view with jacuzzi. I really love alilla's pajama towel, that's really cool.",
Kebayoran Baru,"Despite they only have 3 types of rooms, almost all rooms on 1 floor have different sizes. If you book xl studio and allocated room ending with #10, it's one of the smalllest room they have and has no work area. This is very strange because even the studio room has work area. The only reason they sell it as a xl studio instead of studio king is because the bathroom has a bath tub. Even if this room is sold as a studio, it didn't even fulfil the standard because all the rooms are advertised equipped with work area.  Appreciate the team allocated me to another room which is one of the biggest room for xl studio. The guest experience manager also came up with a souvenir and card when I check out. However, first impression does matter and it wasn't a good one. It somehow ruins our",
Kebayoran Baru,Best hotel in the city with a nice staff & good services. Having a birthday such a wonderful time in there . Also it’s very easy to access to mall Pasific place . Having dinner & breakfast just by walk ..,
